Feature	Gain	Cover	Frequency
Master_fultimo_cierre	0.00281490658391598	0.00300287386977892	0.00367593712212817
thomebanking	0.00278987259446956	0.00146816734458623	0.002273276904474
mextraccion_autoservicio	0.00276903107157373	0.00582391219812809	0.00280532043530834
Master_msaldototal	0.00258409003476892	0.00320337112713423	0.00217654171704958
cmobile_app_trx	0.00239595414269648	0.00157541858553767	0.00299879081015719
Master_msaldopesos	0.00238757623574364	0.00435054699875718	0.00290205562273277
cseguro_accidentes_personales	0.00223481449167166	0.00221046467441554	0.00145102781136638
Visa_mconsumosdolares	0.00220741421190411	0.0028395583194206	0.00314389359129383
ccuenta_debitos_automaticos	0.00199271772988382	0.00183324929198444	0.00140266021765417
ctarjeta_debito_trx	0.00192887262593659	0.00194740546997238	0.00270858524788392
ctransferencias_emitidas	0.00186030729060504	0.00134335371292899	0.00203143893591294
Visa_fultimo_cierre	0.00171835724461192	0.00189776729741917	0.00237001209189843
ccallcenter_trx	0.00169396294031389	0.00522765275446001	0.00183796856106409
Master_mpagominimo	0.00160483017947699	0.000890279783133037	0.0014993954050786
matm	0.00156890413761043	0.00210322875506995	0.00164449818621524
cpagomiscuentas	0.00153467528510097	0.00104815616341453	0.00145102781136638
mtarjeta_master_consumo	0.0014730744014059	0.00170405112745307	0.00135429262394196
Master_mconsumospesos	0.00142899263766896	0.00194262385214663	0.00203143893591294
mplazo_fijo_dolares	0.00134756269953328	0.00238505054267717	0.000677146311970979
mdescubierto_preacordado	0.00133314562395763	0.00398365582506815	0.00266021765417171
catm_trx	0.00128175315467557	0.00357689910975737	0.00135429262394196
ccaja_seguridad	0.00115409511753159	0.00264921673314301	0.000773881499395405
Visa_mpagosdolares	0.0011314246731057	0.000881563066204757	0.0014993954050786
ccomisiones_mantenimiento	0.000912375823332779	0.000516269169925612	0.000967351874244256
ctarjeta_visa_debitos_automaticos	0.000721876419807342	0.00111459575358298	0.00135429262394196
Master_mpagosdolares	0.000612482384153178	0.000230813608130914	0.000290205562273277
matm_other	0.0005721245129934	0.000341362824741612	0.000483675937122128
mtarjeta_visa_descuentos	0.000562692456299216	0.00210970724074361	0.00140266021765417
internet	0.000552019382527676	0.00337578005056464	0.00145102781136638
ccajas_consultas	0.000533208539448097	0.00803811917477254	0.00198307134220073
Master_status	0.000517526261343583	0.000271759322965101	0.000241837968561064
Master_cconsumos	0.000451351025665553	0.000842426577661381	0.000532043530834341
tcallcenter	0.000422264665910349	0.000207872056971206	0.000145102781136638
ccajas_trx	0.000396249579137455	0.00239411710293903	0.000725513905683192
cprestamos_personales	0.000377048068146185	0.00189013586090528	0.000918984280532043
cextraccion_autoservicio	0.000373015006814221	0.000375974332357227	0.000435308343409915
ctarjeta_master_trx	0.000355134265921069	0.00034865590912631	0.000290205562273277
mttarjeta_master_debitos_automaticos	0.000292845313588086	0.000461180336091196	0.00033857315598549
Master_mconsumosdolares	0.000270683515428442	4.67066386338651e-05	0.000145102781136638
Visa_msaldodolares	0.000258307101411745	0.000808046170934007	0.000435308343409915
Visa_Finiciomora	0.000220935077098937	0.000527033874835869	0.000193470374848851
Master_mpagado	0.000188455676827284	0.000728575554989964	0.000241837968561064
cplazo_fijo	0.000159522159919604	0.000128516353071039	4.83675937122128e-05
cseguro_vivienda	0.000130259283654584	0.000909380718426294	0.000290205562273277
Visa_delinquency	0.000103987652631736	0.000574017579175525	0.000193470374848851
cseguro_vida	9.76898039162581e-05	0.000899103751302268	0.000290205562273277
ctarjeta_master_debitos_automaticos	7.98274132885432e-05	0.000188224651069292	9.67351874244256e-05
ctarjeta_master	7.31293248246166e-05	3.74319598925404e-05	4.83675937122128e-05
mcaja_ahorro_adicional	3.85814029978636e-05	0.000140206738334746	4.83675937122128e-05
cforex	3.62329469869231e-05	8.01958386209525e-05	4.83675937122128e-05
Visa_status	3.31948309126479e-05	0.000140968988225794	9.67351874244256e-05
ctarjeta_visa	2.21407676804275e-06	1.93728937970978e-05	4.83675937122128e-05
